"DISTRITO","MUNICIPIO","MICROREGIAO","MESOREGIAO","UF","CATEGORIA","LOCALIDADE","LON","LAT","ALT","TIPO"
GUARIBAS,GUARIBAS,SÃO RAIMUNDO NONATO,SUDOESTE PIAUIENSE,PIAUÍ,POVOADO,LAGOA DO BAIXÃO,-43.6935428411439,-9.33045305627048,"472.785377",RURAL
GUARIBAS,GUARIBAS,SÃO RAIMUNDO NONATO,SUDOESTE PIAUIENSE,PIAUÍ,POVOADO,CAJUEIRO,-43.5941362158411,-9.24030723748694,"475.120994",RURAL
HUGO NAPOLEÃO,HUGO NAPOLEÃO,MÉDIO PARNAÍBA PIAUIENSE,CENTRO-NORTE PIAUIENSE,PIAUÍ,CIDADE,HUGO NAPOLEÃO,-42.5625630466248,-5.98778789069952,"218.668575",URBANO
ILHA GRANDE,ILHA GRANDE,LITORAL PIAUIENSE,NORTE PIAUIENSE,PIAUÍ,CIDADE,ILHA GRANDE,-41.8197731840424,-2.85400860719721,"2.11839",URBANO
INHUMA,INHUMA,VALENÇA DO PIAUÍ,CENTRO-NORTE PIAUIENSE,PIAUÍ,CIDADE,INHUMA,-41.7101940564928,-6.66712034067942,"391.764539",URBANO
CRUZEIRO DO SUL,CRUZEIRO DO SUL,CRUZEIRO DO SUL,VALE DO JURUÁ,ACRE,POVOADO,VILA SÃO PEDRO,-72.7409453920837,-7.72318870270807,"195.500805",RURAL
CRUZEIRO DO SUL,CRUZEIRO DO SUL,CRUZEIRO DO SUL,VALE DO JURUÁ,ACRE,POVOADO,VILA ASSIS BRASIL OU AGROVILA NARI,-72.8138021903479,-7.58145154771963,"187.952117",RURAL
CARAÚBAS DO PIAUÍ,CARAÚBAS DO PIAUÍ,LITORAL PIAUIENSE,NORTE PIAUIENSE,PIAUÍ,CIDADE,CARAÚBAS DO PIAUÍ,-41.8412081259918,-3.47859053753496,"31.62185",URBANO
CARIDADE DO PIAUÍ,CARIDADE DO PIAUÍ,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,CIDADE,CARIDADE DO PIAUÍ,-40.9903345467585,-7.7286523875636,"368.466331",URBANO
CARIDADE DO PIAUÍ,CARIDADE DO PIAUÍ,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,POVOADO,INGAZEIRA,-40.930672732574,-7.70655787793834,"385.305848",RURAL
CASTELO DO PIAUÍ,CASTELO DO PIAUÍ,CAMPO MAIOR,CENTRO-NORTE PIAUIENSE,PIAUÍ,CIDADE,CASTELO DO PIAUÍ,-41.5473162426661,-5.32154387089345,"235.894423",URBANO
CAXINGÓ,CAXINGÓ,LITORAL PIAUIENSE,NORTE PIAUIENSE,PIAUÍ,CIDADE,CAXINGÓ,-41.8826837610641,-3.42693840284847,"18.946713",URBANO
COCAL,COCAL,LITORAL PIAUIENSE,NORTE PIAUIENSE,PIAUÍ,CIDADE,COCAL,-41.5568448345735,-3.47045348969133,"131.240553",URBANO
COCAL,COCAL,LITORAL PIAUIENSE,NORTE PIAUIENSE,PIAUÍ,POVOADO,SANTO HILÁRIO,-41.4591856755827,-3.35535947134515,"460.657318",RURAL
COCAL,COCAL,LITORAL PIAUIENSE,NORTE PIAUIENSE,PIAUÍ,POVOADO,CAMPESTRE,-41.3413453054932,-3.48816254338131,"507.091453",RURAL
COCAL,COCAL,LITORAL PIAUIENSE,NORTE PIAUIENSE,PIAUÍ,POVOADO,BELÉM,-41.429467908063,-3.54403803535188,"190.847348",RURAL
COCAL,COCAL,LITORAL PIAUIENSE,NORTE PIAUIENSE,PIAUÍ,POVOADO,BOA VISTA II,-41.6261052871693,-3.2978435827635,"101.191821",RURAL
COCAL DE TELHA,COCAL DE TELHA,CAMPO MAIOR,CENTRO-NORTE PIAUIENSE,PIAUÍ,CIDADE,COCAL DE TELHA,-41.9790478739642,-4.55381572391613,"142.426032",URBANO
COCAL DE TELHA,COCAL DE TELHA,CAMPO MAIOR,CENTRO-NORTE PIAUIENSE,PIAUÍ,POVOADO,SAMBAÍBA,-42.0404815265965,-4.61260299919559,"127.699711",RURAL
COCAL DOS ALVES,COCAL DOS ALVES,LITORAL PIAUIENSE,NORTE PIAUIENSE,PIAUÍ,CIDADE,COCAL DOS ALVES,-41.4554189108305,-3.60607259075426,"137.782713",URBANO
COCAL DOS ALVES,COCAL DOS ALVES,LITORAL PIAUIENSE,NORTE PIAUIENSE,PIAUÍ,POVOADO,BELÉM,-41.4276119652599,-3.54819330033153,"192.740403",RURAL
COIVARAS,COIVARAS,TERESINA,CENTRO-NORTE PIAUIENSE,PIAUÍ,CIDADE,COIVARAS,-42.207315906284,-5.09130835135404,"185.026876",URBANO
COLÔNIA DO GURGUÉIA,COLÔNIA DO GURGUÉIA,BERTOLÍNIA,SUDOESTE PIAUIENSE,PIAUÍ,CIDADE,COLÔNIA DO GURGUÉIA,-43.7960171560657,-8.18757421634094,"227.336931",URBANO
COLÔNIA DO GURGUÉIA,COLÔNIA DO GURGUÉIA,BERTOLÍNIA,SUDOESTE PIAUIENSE,PIAUÍ,POVOADO,NÚCLEO COLONIAL ALIANÇA DO GURGUÉIA,-43.7804885172723,-8.08984727411268,"235.751161",RURAL
COLÔNIA DO PIAUÍ,COLÔNIA DO PIAUÍ,PICOS,SUDESTE PIAUIENSE,PIAUÍ,CIDADE,COLÔNIA DO PIAUÍ,-42.1771185063946,-7.22365756395221,"198.703283",URBANO
COLÔNIA DO PIAUÍ,COLÔNIA DO PIAUÍ,PICOS,SUDESTE PIAUIENSE,PIAUÍ,POVOADO,OITIS,-42.2531407271878,-7.23995543832781,"193.071926",RURAL
CONCEIÇÃO DO CANINDÉ,CONCEIÇÃO DO CANINDÉ,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,CIDADE,CONCEIÇÃO DO CANINDÉ,-41.5966339439158,-7.88270415387533,"255.461777",URBANO
CONCEIÇÃO DO CANINDÉ,CONCEIÇÃO DO CANINDÉ,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,POVOADO,SANTO ANTÔNIO,-41.5025847682151,-7.99368472228735,"252.217968",RURAL
CORONEL JOSÉ DIAS,CORONEL JOSÉ DIAS,SÃO RAIMUNDO NONATO,SUDOESTE PIAUIENSE,PIAUÍ,CIDADE,CORONEL JOSÉ DIAS,-42.4703571012192,-8.81636941148989,"398.831375",URBANO
CORONEL JOSÉ DIAS,CORONEL JOSÉ DIAS,SÃO RAIMUNDO NONATO,SUDOESTE PIAUIENSE,PIAUÍ,POVOADO,SÍTIO DO MOCÓ,-42.5581778920925,-8.84861621444363,"392.528634",RURAL
CORRENTE,CORRENTE,CHAPADAS DO EXTREMO SUL PIAUIE,SUDOESTE PIAUIENSE,PIAUÍ,CIDADE,CORRENTE,-45.1633125235767,-10.4409360381237,"443.629042",URBANO
CRISTALÂNDIA DO PIAUÍ,CRISTALÂNDIA DO PIAUÍ,CHAPADAS DO EXTREMO SUL PIAUIE,SUDOESTE PIAUIENSE,PIAUÍ,CIDADE,CRISTALÂNDIA DO PIAUÍ,-45.1860307001326,-10.6478037517985,"486.488619",URBANO
CRISTALÂNDIA DO PIAUÍ,CRISTALÂNDIA DO PIAUÍ,CHAPADAS DO EXTREMO SUL PIAUIE,SUDOESTE PIAUIENSE,PIAUÍ,POVOADO,PITOMBAS,-44.9020296259718,-10.7956508049409,"472.615922",RURAL
CRISTINO CASTRO,CRISTINO CASTRO,ALTO MÉDIO GURGUÉIA,SUDOESTE PIAUIENSE,PIAUÍ,CIDADE,CRISTINO CASTRO,-44.2244147473452,-8.82018628851015,"236.859155",URBANO
CRISTINO CASTRO,CRISTINO CASTRO,ALTO MÉDIO GURGUÉIA,SUDOESTE PIAUIENSE,PIAUÍ,POVOADO,JAPECANGA,-43.9223156912791,-8.846525,"319.316861",RURAL
CRISTINO CASTRO,CRISTINO CASTRO,ALTO MÉDIO GURGUÉIA,SUDOESTE PIAUIENSE,PIAUÍ,POVOADO,VÁRZEA GRANDE,-43.9594395280254,-8.65289816557733,"255.843873",RURAL
CRISTINO CASTRO,CRISTINO CASTRO,ALTO MÉDIO GURGUÉIA,SUDOESTE PIAUIENSE,PIAUÍ,POVOADO,LAGOA GRANDE,-43.9466582074178,-8.74826767939283,"297.815909",RURAL
CURIMATÁ,CURIMATÁ,CHAPADAS DO EXTREMO SUL PIAUIE,SUDOESTE PIAUIENSE,PIAUÍ,CIDADE,CURIMATÁ,-44.3007222328749,-10.0312924303294,"337.471062",URBANO
CURIMATÁ,CURIMATÁ,CHAPADAS DO EXTREMO SUL PIAUIE,SUDOESTE PIAUIENSE,PIAUÍ,POVOADO,LAGOA DAS COVAS,-44.2402461594668,-10.2296941001122,"418.146513",RURAL
CURRAIS,CURRAIS,ALTO MÉDIO GURGUÉIA,SUDOESTE PIAUIENSE,PIAUÍ,CIDADE,CURRAIS,-44.4030021530455,-9.01243383893679,"349.748379",URBANO
CURRAIS,CURRAIS,ALTO MÉDIO GURGUÉIA,SUDOESTE PIAUIENSE,PIAUÍ,POVOADO,PARÁ BATINS,-44.4164107058288,-8.76511522499277,"340.503685",RURAL
CURRAIS,CURRAIS,ALTO MÉDIO GURGUÉIA,SUDOESTE PIAUIENSE,PIAUÍ,PROJETO DE ASSENTAME,AGROVILA DO PA TABOCAS,-44.3813390489844,-9.01091965385477,"378.473001",RURAL
CURRAIS,CURRAIS,ALTO MÉDIO GURGUÉIA,SUDOESTE PIAUIENSE,PIAUÍ,PROJETO DE ASSENTAME,AGROVILA DO PA SÃO MARCOS,-44.4079906166786,-8.88581532877156,"315.7878",RURAL
CURRALINHOS,CURRALINHOS,TERESINA,CENTRO-NORTE PIAUIENSE,PIAUÍ,CIDADE,CURRALINHOS,-42.8322105193044,-5.62045322935698,"168.140853",URBANO
CURRALINHOS,CURRALINHOS,TERESINA,CENTRO-NORTE PIAUIENSE,PIAUÍ,PROJETO DE ASSENTAME,AGROVILA DO PA LAGOA NOVA,-42.7974916197642,-5.56930003407864,"201.357628",RURAL
CURRAL NOVO DO PIAUÍ,CURRAL NOVO DO PIAUÍ,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,CIDADE,CURRAL NOVO DO PIAUÍ,-40.9010694707015,-7.83079718839096,"402.785517",URBANO
DEMERVAL LOBÃO,DEMERVAL LOBÃO,TERESINA,CENTRO-NORTE PIAUIENSE,PIAUÍ,CIDADE,DEMERVAL LOBÃO,-42.6742286110912,-5.35846546591049,"109.371522",URBANO
DIRCEU ARCOVERDE,DIRCEU ARCOVERDE,SÃO RAIMUNDO NONATO,SUDOESTE PIAUIENSE,PIAUÍ,CIDADE,DIRCEU ARCOVERDE,-42.4395699620089,-9.33520004406841,"393.542498",URBANO
DOM EXPEDITO LOPES,DOM EXPEDITO LOPES,PICOS,SUDESTE PIAUIENSE,PIAUÍ,CIDADE,DOM EXPEDITO LOPES,-41.6523852113084,-6.95790184268742,"403.826331",URBANO
DOM EXPEDITO LOPES,DOM EXPEDITO LOPES,PICOS,SUDESTE PIAUIENSE,PIAUÍ,POVOADO,BURITI GRANDE,-41.7183756878413,-6.96362202182971,"365.120309",RURAL
DOM EXPEDITO LOPES,DOM EXPEDITO LOPES,PICOS,SUDESTE PIAUIENSE,PIAUÍ,POVOADO,GATURIANO,-41.7422489017817,-6.94287585917072,"501.587976",RURAL
DOM EXPEDITO LOPES,DOM EXPEDITO LOPES,PICOS,SUDESTE PIAUIENSE,PIAUÍ,POVOADO,SITIOZINHO,-41.7231969779406,-6.93518077059689,"397.943654",RURAL
DOMINGOS MOURÃO,DOMINGOS MOURÃO,CAMPO MAIOR,CENTRO-NORTE PIAUIENSE,PIAUÍ,CIDADE,DOMINGOS MOURÃO,-41.2718814488667,-4.2534336344923,"141.22692",URBANO
SIGEFREDO PACHECO,SIGEFREDO PACHECO,CAMPO MAIOR,CENTRO-NORTE PIAUIENSE,PIAUÍ,POVOADO,LAGOINHA,-41.8426169754389,-4.94318081400642,"207.51188",RURAL
SIGEFREDO PACHECO,SIGEFREDO PACHECO,CAMPO MAIOR,CENTRO-NORTE PIAUIENSE,PIAUÍ,PROJETO DE ASSENTAME,AGROVILA DO PA SANTO ANTÔNIO DO CAMPO VERDE,-41.6825437054475,-4.86979805158829,"281.37085",RURAL
SIMÕES,SIMÕES,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,CIDADE,SIMÕES,-40.8175090683555,-7.59913716568336,"441.954334",URBANO
SIMÕES,SIMÕES,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,POVOADO,CURRALINHO,-40.7352618795817,-7.69560617249892,"474.085609",RURAL
SIMPLÍCIO MENDES,SIMPLÍCIO MENDES,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,CIDADE,SIMPLÍCIO MENDES,-41.9109103616519,-7.85795729388299,"298.363565",URBANO
SIMPLÍCIO MENDES,SIMPLÍCIO MENDES,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,POVOADO,MORRO DOS CAVALOS,-42.0551377186508,-7.88728417512497,"231.859675",RURAL
SIMPLÍCIO MENDES,SIMPLÍCIO MENDES,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,POVOADO,LAGOA DA CARIDADE,-42.1617634261082,-7.66811157254991,"211.081734",RURAL
SOCORRO DO PIAUÍ,SOCORRO DO PIAUÍ,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,CIDADE,SOCORRO DO PIAUÍ,-42.5046917237203,-7.86493805710391,"221.046518",URBANO
SOCORRO DO PIAUÍ,SOCORRO DO PIAUÍ,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,POVOADO,SÃO JOSÉ DA TENDA,-42.5812199741963,-7.81725224673398,"211.505755",RURAL
SOCORRO DO PIAUÍ,SOCORRO DO PIAUÍ,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,POVOADO,SERRA DE SANTA CRUZ,-42.4197390693464,-7.9659710283749,"271.208852",RURAL
SUSSUAPARA,SUSSUAPARA,PICOS,SUDESTE PIAUIENSE,PIAUÍ,CIDADE,SUSSUAPARA,-41.392267730941,-7.01701058882809,"217.980033",URBANO
TAMBORIL DO PIAUÍ,TAMBORIL DO PIAUÍ,SÃO RAIMUNDO NONATO,SUDOESTE PIAUIENSE,PIAUÍ,CIDADE,TAMBORIL DO PIAUÍ,-42.909688830207,-8.40043178009231,"281.92883",URBANO
TANQUE DO PIAUÍ,TANQUE DO PIAUÍ,PICOS,SUDESTE PIAUIENSE,PIAUÍ,CIDADE,TANQUE DO PIAUÍ,-42.2839013404883,-6.59635346741982,"420.346776",URBANO
TANQUE DO PIAUÍ,TANQUE DO PIAUÍ,PICOS,SUDESTE PIAUIENSE,PIAUÍ,POVOADO,BOM PRINCÍPIO,-42.3190790293887,-6.52594999306584,"433.104729",RURAL
TANQUE DO PIAUÍ,TANQUE DO PIAUÍ,PICOS,SUDESTE PIAUIENSE,PIAUÍ,POVOADO,BARRIGAS,-42.1835807233639,-6.66842318853605,"430.735207",RURAL
TERESINA,TERESINA,TERESINA,CENTRO-NORTE PIAUIENSE,PIAUÍ,POVOADO,FAZENDA SOARES,-42.8118344287456,-4.91849389525825,"66.44214",RURAL
TERESINA,TERESINA,TERESINA,CENTRO-NORTE PIAUIENSE,PIAUÍ,LUGAREJO,ESPERANÇA,-42.8349598859535,-4.91153316894804,"64.848108",RURAL
TERESINA,TERESINA,TERESINA,CENTRO-NORTE PIAUIENSE,PIAUÍ,POVOADO,BOA HORA,-42.8716723953644,-4.89412450886807,"88.851053",RURAL
TERESINA,TERESINA,TERESINA,CENTRO-NORTE PIAUIENSE,PIAUÍ,PROJETO DE ASSENTAME,AGROVILA DO PCA CAMPESTRE DO NORTE,-42.7389460414956,-4.88211500000001,"77.5933",RURAL
TERESINA,TERESINA,TERESINA,CENTRO-NORTE PIAUIENSE,PIAUÍ,NÚCLEO,MERUOCA,-42.749900451777,-4.82442313838326,"110.465381",RURAL
TERESINA,TERESINA,TERESINA,CENTRO-NORTE PIAUIENSE,PIAUÍ,POVOADO,SANTA LUZ,-42.7676290219262,-4.92942069578136,"80.305532",RURAL
TERESINA,TERESINA,TERESINA,CENTRO-NORTE PIAUIENSE,PIAUÍ,POVOADO,SÃO VICENTE DE CIMA,-42.79081903063,-4.90720000000002,"76.38805",RURAL
TERESINA,TERESINA,TERESINA,CENTRO-NORTE PIAUIENSE,PIAUÍ,POVOADO,TAPUIA,-42.7301495597544,-4.96046718420254,"100.719107",RURAL
TERESINA,TERESINA,TERESINA,CENTRO-NORTE PIAUIENSE,PIAUÍ,POVOADO,SANTA TERESA,-42.6437469368192,-4.98496011452924,"104.361744",RURAL
TERESINA,TERESINA,TERESINA,CENTRO-NORTE PIAUIENSE,PIAUÍ,POVOADO,SOINHO,-42.7307737315283,-4.9982151258144,"104.243188",RURAL
TERESINA,TERESINA,TERESINA,CENTRO-NORTE PIAUIENSE,PIAUÍ,PROJETO DE ASSENTAME,AGROVILA DO PA NOSSA ESPERANÇA,-42.6023473709213,-5.07414656112703,"167.154837",RURAL
TERESINA,TERESINA,TERESINA,CENTRO-NORTE PIAUIENSE,PIAUÍ,POVOADO,BOQUINHA,-42.6672914736817,-5.24978201212318,"82.282105",RURAL
TERESINA,TERESINA,TERESINA,CENTRO-NORTE PIAUIENSE,PIAUÍ,POVOADO,ALEGRIA,-42.7300566814449,-5.14300697943152,"68.62384",RURAL
TERESINA,TERESINA,TERESINA,CENTRO-NORTE PIAUIENSE,PIAUÍ,POVOADO,GERALDO JÚNIOR,-42.7123202000699,-5.30097023659761,"105.912526",RURAL
TERESINA,TERESINA,TERESINA,CENTRO-NORTE PIAUIENSE,PIAUÍ,POVOADO,CERÂMICA CIL I,-42.8008118499467,-5.27522990949924,"92.774245",RURAL
TERESINA,TERESINA,TERESINA,CENTRO-NORTE PIAUIENSE,PIAUÍ,LUGAREJO,CERÂMICA CIL II,-42.7985292445889,-5.28408557262164,"89.0715",RURAL
TERESINA,TERESINA,TERESINA,CENTRO-NORTE PIAUIENSE,PIAUÍ,PROJETO DE ASSENTAME,AGROVILA DO PA FAZENDA SOARES,-42.8120317501565,-4.92467336204963,"73.145412",RURAL
TERESINA,TERESINA,TERESINA,CENTRO-NORTE PIAUIENSE,PIAUÍ,POVOADO,BELA VISTA,-42.858628846254,-4.92686680461594,"62.738346",RURAL
TERESINA,TERESINA,TERESINA,CENTRO-NORTE PIAUIENSE,PIAUÍ,LUGAREJO,LAGOA DA MATA,-42.680997063063,-4.92422267206522,"87.264815",RURAL
TERESINA,TERESINA,TERESINA,CENTRO-NORTE PIAUIENSE,PIAUÍ,POVOADO,CACIMBA VELHA,-42.6962111769153,-4.94971693302715,"97.307694",RURAL
TERESINA,TERESINA,TERESINA,CENTRO-NORTE PIAUIENSE,PIAUÍ,POVOADO,TABOQUINHA,-42.7030898285218,-4.96130500000001,"113.369192",RURAL
TERESINA,TERESINA,TERESINA,CENTRO-NORTE PIAUIENSE,PIAUÍ,LUGAREJO,CALENGUE,-42.6550686169403,-4.99218783562259,"117.199331",RURAL
TERESINA,TERESINA,TERESINA,CENTRO-NORTE PIAUIENSE,PIAUÍ,LUGAREJO,SANTA RITA,-42.6650373497048,-5.03270187784095,"138.248305",RURAL
TERESINA,TERESINA,TERESINA,CENTRO-NORTE PIAUIENSE,PIAUÍ,POVOADO,TABOCA DO PAU FERRADO,-42.6651222941509,-5.0880075495148,"122.132615",RURAL
TERESINA,TERESINA,TERESINA,CENTRO-NORTE PIAUIENSE,PIAUÍ,LUGAREJO,JARDIM PALMEIRA,-42.6758544779676,-5.09048735645624,"114.822946",RURAL
TERESINA,TERESINA,TERESINA,CENTRO-NORTE PIAUIENSE,PIAUÍ,POVOADO,FORMOSA,-42.6718864357744,-5.23517489766477,"79.155891",RURAL
TERESINA,TERESINA,TERESINA,CENTRO-NORTE PIAUIENSE,PIAUÍ,POVOADO,SALOBRO,-42.8070382193844,-5.22939519359909,"80.014278",RURAL
TERESINA,TERESINA,TERESINA,CENTRO-NORTE PIAUIENSE,PIAUÍ,POVOADO,CERAMICA SANTANA,-42.687671233361,-5.1546579192851,"78.588168",RURAL
TERESINA,TERESINA,TERESINA,CENTRO-NORTE PIAUIENSE,PIAUÍ,POVOADO,POVOADO JARDIM EUROPA,-42.6889085858285,-5.15239977867382,"77.416118",RURAL
TERESINA,TERESINA,TERESINA,CENTRO-NORTE PIAUIENSE,PIAUÍ,CIDADE,TERESINA,-42.8052704582233,-5.0863419523217,"87.951179",URBANO
UNIÃO,UNIÃO,TERESINA,CENTRO-NORTE PIAUIENSE,PIAUÍ,CIDADE,UNIÃO,-42.8629297159505,-4.58601815914006,"55.770773",URBANO
UNIÃO,UNIÃO,TERESINA,CENTRO-NORTE PIAUIENSE,PIAUÍ,POVOADO,DIVINÓPOLIS,-42.8308438290513,-4.661085,"79.106136",RURAL
UNIÃO,UNIÃO,TERESINA,CENTRO-NORTE PIAUIENSE,PIAUÍ,POVOADO,LIBERDADE,-42.937943784388,-4.376665,"53.193869",RURAL
UNIÃO,UNIÃO,TERESINA,CENTRO-NORTE PIAUIENSE,PIAUÍ,POVOADO,NOVO NILO,-42.8864406170563,-4.39751948548305,"53.832035",RURAL
UNIÃO,UNIÃO,TERESINA,CENTRO-NORTE PIAUIENSE,PIAUÍ,NÚCLEO,SÍTIO,-42.8762192337599,-4.8517110948581,"69.873022",RURAL
UNIÃO,UNIÃO,TERESINA,CENTRO-NORTE PIAUIENSE,PIAUÍ,POVOADO,DAVID CALDAS,-42.9144286475983,-4.743175,"86.368136",RURAL
URUÇUÍ,URUÇUÍ,ALTO PARNAÍBA PIAUIENSE,SUDOESTE PIAUIENSE,PIAUÍ,CIDADE,URUÇUÍ,-44.5602559238525,-7.22950334456247,"175.43514",URBANO
URUÇUÍ,URUÇUÍ,ALTO PARNAÍBA PIAUIENSE,SUDOESTE PIAUIENSE,PIAUÍ,POVOADO,TUCUNS,-44.3244582234039,-7.11811074770084,"174.340683",RURAL
URUÇUÍ,URUÇUÍ,ALTO PARNAÍBA PIAUIENSE,SUDOESTE PIAUIENSE,PIAUÍ,PROJETO DE ASSENTAME,AGROVILA DO PA SANTA TERESA,-44.4019904049261,-7.31644092105339,"391.554122",RURAL
URUÇUÍ,URUÇUÍ,ALTO PARNAÍBA PIAUIENSE,SUDOESTE PIAUIENSE,PIAUÍ,PROJETO DE ASSENTAME,AGROVILA DO PA FLORES,-44.5866137971777,-7.60705150289793,"401.595908",RURAL
URUÇUÍ,URUÇUÍ,ALTO PARNAÍBA PIAUIENSE,SUDOESTE PIAUIENSE,PIAUÍ,POVOADO,NOVA SANTA ROSA,-44.5691939355914,-8.27822107360897,"546.828233",RURAL
VALENÇA DO PIAUÍ,VALENÇA DO PIAUÍ,VALENÇA DO PIAUÍ,CENTRO-NORTE PIAUIENSE,PIAUÍ,CIDADE,VALENÇA DO PIAUÍ,-41.7405359913299,-6.39819602271571,"306.336383",URBANO
VALENÇA DO PIAUÍ,VALENÇA DO PIAUÍ,VALENÇA DO PIAUÍ,CENTRO-NORTE PIAUIENSE,PIAUÍ,POVOADO,TABOQUINHA,-41.7118028612537,-6.36147501715508,"288.338136",RURAL
VALENÇA DO PIAUÍ,VALENÇA DO PIAUÍ,VALENÇA DO PIAUÍ,CENTRO-NORTE PIAUIENSE,PIAUÍ,POVOADO,ISIDORA,-41.8413379198162,-6.53970568401234,"346.907851",RURAL
VÁRZEA BRANCA,VÁRZEA BRANCA,SÃO RAIMUNDO NONATO,SUDOESTE PIAUIENSE,PIAUÍ,CIDADE,VÁRZEA BRANCA,-42.9694445350297,-9.23654108934563,"434.615993",URBANO
VÁRZEA GRANDE,VÁRZEA GRANDE,VALENÇA DO PIAUÍ,CENTRO-NORTE PIAUIENSE,PIAUÍ,CIDADE,VÁRZEA GRANDE,-42.2531016233438,-6.5429475544247,"252.925149",URBANO
VÁRZEA GRANDE,VÁRZEA GRANDE,VALENÇA DO PIAUÍ,CENTRO-NORTE PIAUIENSE,PIAUÍ,POVOADO,PAI CHICÔ,-42.1784503794522,-6.54932866596053,"266.078844",RURAL
VERA MENDES,VERA MENDES,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,CIDADE,VERA MENDES,-41.4797367500354,-7.60284928289199,"256.65038",URBANO
VILA NOVA DO PIAUÍ,VILA NOVA DO PIAUÍ,ALTO MÉDIO CANINDÉ,SUDESTE PIAUIENSE,PIAUÍ,CIDADE,VILA NOVA DO PIAUÍ,-40.937801396493,-7.14104643395254,"412.092799",URBANO
WALL FERRAZ,WALL FERRAZ,PICOS,SUDESTE PIAUIENSE,PIAUÍ,CIDADE,WALL FERRAZ,-41.9089536203039,-7.23577900641265,"175.42492",URBANO
ABAIARA,ABAIARA,BREJO SANTO,SUL CEARENSE,CEARÁ,CIDADE,ABAIARA,-39.0475466361851,-7.35697659589831,"403.108479",URBANO
ABAIARA,ABAIARA,BREJO SANTO,SUL CEARENSE,CEARÁ,POVOADO,CAFÉ DA LINHA,-39.0376151405509,-7.29548567187599,"409.49314",RURAL
SÃO JOSÉ,ABAIARA,BREJO SANTO,SUL CEARENSE,CEARÁ,VILA,SÃO JOSÉ,-39.0350610544629,-7.34965473877854,"387.280722",URBANO
ACARAPE,ACARAPE,BATURITÉ,NORTE CEARENSE,CEARÁ,CIDADE,ACARAPE,-38.7056237709826,-4.22313840937244,"94.51232",URBANO
ACARAPE,ACARAPE,BATURITÉ,NORTE CEARENSE,CEARÁ,POVOADO,RIACHÃO DO NORTE,-38.6929387565456,-4.17806099746808,"98.029097",RURAL
ACARAPE,ACARAPE,BATURITÉ,NORTE CEARENSE,CEARÁ,POVOADO,POÇO ESCURO,-38.6278306828113,-4.18725582830498,"62.536531",RURAL
ACARAPE,ACARAPE,BATURITÉ,NORTE CEARENSE,CEARÁ,POVOADO,CARRO ATOLADO,-38.683791449352,-4.27504430128201,"175.069679",RURAL
ACARAPE,ACARAPE,BATURITÉ,NORTE CEARENSE,CEARÁ,POVOADO,CANTAGALO,-38.6847729323619,-4.26270190101306,"143.499855",RURAL
ACARAPE,ACARAPE,BATURITÉ,NORTE CEARENSE,CEARÁ,POVOADO,ITAPAÍ,-38.725147876633,-4.27601950433122,"123.832645",RURAL
ACARAPE,ACARAPE,BATURITÉ,NORTE CEARENSE,CEARÁ,POVOADO,MORENOS,-38.6623069795399,-4.16204954969575,"75.129039",RURAL
ACARAÚ,ACARAÚ,LITORAL DE CAMOCIM E ACARAÚ,NOROESTE CEARENSE,CEARÁ,CIDADE,ACARAÚ,-40.1182414711655,-2.885310540095,"17.29136",URBANO
ACARAÚ,ACARAÚ,LITORAL DE CAMOCIM E ACARAÚ,NOROESTE CEARENSE,CEARÁ,POVOADO,BOM JESUS,-40.0274158482805,-3.12712978618777,"50.556441",RURAL
ACARAÚ,ACARAÚ,LITORAL DE CAMOCIM E ACARAÚ,NOROESTE CEARENSE,CEARÁ,POVOADO,SANTA FÉ,-39.9595066790212,-3.28063356518674,"50.197783",RURAL
ARANAÚ,ACARAÚ,LITORAL DE CAMOCIM E ACARAÚ,NOROESTE CEARENSE,CEARÁ,VILA,ARANAÚ,-40.2234453966539,-2.81885403718382,"7.760454",URBANO
ARANAÚ,ACARAÚ,LITORAL DE CAMOCIM E ACARAÚ,NOROESTE CEARENSE,CEARÁ,POVOADO,BARRINHA,-40.3523278601943,-2.81314390902449,"8.593488",RURAL
